Service was devine, oysters where a sensual as they come, and the price can't be beat!!!	oysters	FOOD	positive
Service was devine, oysters where a sensual as they come, and the price can't be beat!!!	NULL	RESTAURANT	positive
You can't go wrong here.	NULL	RESTAURANT	positive
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.	Restaurant Saul	RESTAURANT	positive
Everything is always cooked to perfection, the service is excellent, the decor cool and understated.	NULL	FOOD	positive
Everything is always cooked to perfection, the service is excellent, the decor cool and understated.	service	SERVICE	positive
Everything is always cooked to perfection, the service is excellent, the decor cool and understated.	decor	AMBIENCE	positive
I had the duck breast special on my last visit and it was incredible.	duck breast special	FOOD	positive
Can't wait wait for my next visit.	NULL	RESTAURANT	positive
And I hate to say this but I doubt I'll ever go back. 	NULL	RESTAURANT	negative
The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.	food	FOOD	negative
The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.	Thai fusion stuff	FOOD	negative
The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.	NULL	FOOD	negative
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.	Grilled Chicken special with Edamame Puree	FOOD	positive
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).	Edamame pureed	FOOD	positive
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).	Edamame pureed	FOOD	positive
The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	place	AMBIENCE	negative
The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	decor	AMBIENCE	positive
The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.	vent	AMBIENCE	negative
Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!	sake list	DRINKS	positive
Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!	NULL	SERVICE	positive
The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!	spicy tuna roll	FOOD	positive
The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!	rock shrimp tempura	FOOD	positive
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!	service	SERVICE	positive
we love th pink pony.	pink pony	RESTAURANT	positive
THe perfect spot.	spot	RESTAURANT	positive
Food-awesome.	Food	FOOD	positive
Service- friendly and attentive.	Service	SERVICE	positive
Ambiance- relaxed and stylish.	Ambiance	AMBIENCE	positive
Don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.	place	RESTAURANT	positive
the food is decent.	food	FOOD	neutral
however, it's the service that leaves a bad taste in my mouth.	service	SERVICE	negative
i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.	waiter	SERVICE	negative
i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.	NULL	SERVICE	negative
well, i didn't find it there, and trust, i have told everyone i can think of about my experience. 	NULL	RESTAURANT	negative
the last time i walked by it looked pretty empty. hmmm.	NULL	RESTAURANT	negative
This place has got to be the best japanese restaurant in the new york area.	place	RESTAURANT	positive
I had a great experience.	NULL	RESTAURANT	positive
Food is great.	Food	FOOD	positive
Service is top notch.	Service	SERVICE	positive
I have been going back again and again.	NULL	RESTAURANT	positive
I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.	sea urchin	FOOD	positive
It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.	NULL	FOOD	positive
The sushi seemed pretty fresh and was adequately proportioned.	sushi	FOOD	positive
The sushi seemed pretty fresh and was adequately proportioned.	sushi	FOOD	positive
The rice to fish ration was also good--they didn't try to overpack the rice.	rice to fish ration	FOOD	positive
We took advanatage of the half price sushi deal on saturday so it was well worth it.	half price sushi deal	FOOD	positive
Surprisingly nothing could be further from the truth.	NULL	RESTAURANT	positive
In the evening, this place attracted a well dressed, with it, NY crowd.	crowd	RESTAURANT	positive
The food was well prepared and the service impecable.	food	FOOD	positive
The food was well prepared and the service impecable.	service	SERVICE	positive
I'm going back.	NULL	RESTAURANT	positive
Quite simply it's like stepping out of Manhattan and into a haven of tranquility.	NULL	AMBIENCE	positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	Prix Fixe menu	FOOD	positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	Prix Fixe menu	FOOD	positive
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	Prix Fixe menu	FOOD	positive
I will be going back and heartily recommend it!	NULL	RESTAURANT	positive
It is terrific, as is the value.	NULL	FOOD	positive
It is terrific, as is the value.	NULL	FOOD	positive
$6 and there is much tasty food, all of it fresh and continually refilled.	food	FOOD	positive
$6 and there is much tasty food, all of it fresh and continually refilled.	food	FOOD	positive
$6 and there is much tasty food, all of it fresh and continually refilled.	food	FOOD	positive
I am not a vegetarian but, almost all the dishes were great.	dishes	FOOD	positive
Go hungry and enjoy.	NULL	RESTAURANT	positive
The food here is rather good, but only if you like to wait for it.	food	FOOD	positive
The food here is rather good, but only if you like to wait for it.	NULL	SERVICE	negative
I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	somosas	FOOD	positive
I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	chai	FOOD	positive
I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	chole	FOOD	positive
I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	dhosas	FOOD	negative
I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	dhal	FOOD	negative
The service varys from day to day- sometimes they're very nice, and sometimes not.	service	SERVICE	negative
The kitchen however, is almost always slow.	kitchen	SERVICE	negative
Also, specify if you like your food spicy- its rather bland if you don't.	food	FOOD	negative
The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.	ambience	AMBIENCE	positive
The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.	NULL	RESTAURANT	positive
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.	view	LOCATION	positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	service	SERVICE	positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	food	FOOD	positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	food	FOOD	positive
The lava cake dessert was incredible and I recommend it.	lava cake dessert	FOOD	positive
Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	Cosette	AMBIENCE	positive
This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	restaurant	AMBIENCE	positive
The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	food	FOOD	positive
The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	French Onion soup	FOOD	negative
The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	French Onion soup	FOOD	positive
The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	desserts	FOOD	negative
However, go for the ambience, and consider the food just a companion for a trip across the world!	ambience	AMBIENCE	positive
However, go for the ambience, and consider the food just a companion for a trip across the world!	food	FOOD	neutral
IT WAS HORRIBLE.	NULL	RESTAURANT	negative
The pizza was delivered cold and the cheese wasn't even fully melted!	pizza	FOOD	negative
The pizza was delivered cold and the cheese wasn't even fully melted!	cheese	FOOD	negative
It looked like shredded cheese partly done - still in strips.	NULL	FOOD	negative
This has got to be one of the most overrated restaurants in Brooklyn.	NULL	RESTAURANT	negative
The pizza is overpriced and soggy.	pizza	FOOD	negative
The pizza is overpriced and soggy.	pizza	FOOD	negative
Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	ingredients	FOOD	positive
Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	pizza	FOOD	negative
Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	crust	FOOD	negative
A big disappointment, all around.	NULL	RESTAURANT	negative
I think I've had some the best meals of my life at minnow.	meals	FOOD	positive
The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	seafood	FOOD	positive
The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	wine list	DRINKS	positive
The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	menu	FOOD	positive
The combination of super-fresh ingredients in the dishes are unusual but really delicious.	ingredients	FOOD	positive
Worth the trip from Manhattan.	NULL	RESTAURANT	positive
Best Pastrami I ever had and great portion without being ridiculous.	Pastrami	FOOD	positive
Best Pastrami I ever had and great portion without being ridiculous.	portion	FOOD	positive
My wife had the fried shrimp which are huge and loved it.	fried shrimp	FOOD	positive
My wife had the fried shrimp which are huge and loved it.	fried shrimp	FOOD	positive
As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.	place	RESTAURANT	positive
This place is the most Japanese it can ever get.	place	RESTAURANT	positive
The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	signs	RESTAURANT	positive
The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	specials menus	FOOD	positive
The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	food	FOOD	positive
The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	waitstaff	SERVICE	positive
This place is worth an one-hour drive.	place	RESTAURANT	positive
I am so coming back here again, as much as I can.	NULL	RESTAURANT	positive
Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	Leon	RESTAURANT	positive
Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	Leon	AMBIENCE	positive
Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	specials	FOOD	positive
Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	atmosphere	AMBIENCE	positive
Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	French bistro fare	FOOD	positive
My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.	staff	SERVICE	positive
Decent wine at reasonable prices.	wine	DRINKS	neutral
Decent wine at reasonable prices.	wine	DRINKS	positive
Have been dozens of times and never failed to enjoy the experience.	NULL	RESTAURANT	positive
Our teenage kids love it, too.	NULL	RESTAURANT	positive
Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.	Zucchero Pomodori	RESTAURANT	positive
This is by far my favorite place in the neighborhood.	place	RESTAURANT	positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.	service	SERVICE	positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.	decor	AMBIENCE	positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.	food	FOOD	positive
The service is excellent, the decor is great, and the food is delicious and comes in large portions.	portions	FOOD	positive
I'm partial to the Gnocchi.	Gnocchi	RESTAURANT	positive
This place is incredibly tiny.	place	AMBIENCE	negative
They refuse to seat parties of 3 or more on weekends.	NULL	SERVICE	negative
The hostess is rude to the point of being offensive.	hostess	SERVICE	negative
The food was bland oily.	food	FOOD	negative
I just don't understand all the hype...	NULL	RESTAURANT	negative
We have been to this place many times, and always have great food, wine, and service.	food	FOOD	positive
We have been to this place many times, and always have great food, wine, and service.	wine	DRINKS	positive
We have been to this place many times, and always have great food, wine, and service.	service	SERVICE	positive
We were worried we would have trouble getting in, but somehow managed to have a short wait.	wait	SERVICE	positive
As always we had a great glass of wine while we waited.	glass of wine	DRINKS	positive
When we sat, we got great and fast service.	service	SERVICE	positive
The people that work there are always so friendly you forget you are in New York sometimes.	people	SERVICE	positive
Make sure you try this place as often as you can.	place	RESTAURANT	positive
This is a fun restaurant to go to.	restaurant	RESTAURANT	positive
The pizza is yummy and I like the atmoshpere.	pizza	FOOD	positive
The pizza is yummy and I like the atmoshpere.	atmoshpere	AMBIENCE	positive
But the pizza is way to expensive.	pizza	FOOD	negative
I went there for lunch and it was not as good as I expected from the reviews I read.	lunch	FOOD	negative
Sauce was watery and the food didn't have much flavor.	Sauce	FOOD	negative
Sauce was watery and the food didn't have much flavor.	food	FOOD	negative
I don't think I would go again.	NULL	RESTAURANT	negative
This place is great.	place	RESTAURANT	positive
I had a huge group for my birthday and we were well taken care of.	NULL	SERVICE	positive
The waitress was very patient with us and the food is phenomenal!	waitress	SERVICE	positive
The waitress was very patient with us and the food is phenomenal!	food	FOOD	positive
Service was prompt, friendly and great.	Service	SERVICE	positive
Slightly on the pricey side but worth it!	NULL	RESTAURANT	negative
Slightly on the pricey side but worth it!	NULL	RESTAURANT	positive
Great pizza and fantastic service.	pizza	FOOD	positive
Great pizza and fantastic service.	service	SERVICE	positive
There was a small wait, but shorter than I expected.	wait	SERVICE	positive
Located at the end of a magnificent block.	NULL	LOCATION	positive
Very cozy and warm inside.....	NULL	AMBIENCE	positive
I will be back!	NULL	RESTAURANT	positive
This is the best sushi in new york city - hands down.	sushi	FOOD	positive
The place is small and cramped but the food is fantastic.	place	AMBIENCE	negative
The place is small and cramped but the food is fantastic.	food	FOOD	positive
Get the tuna of gari.	tuna of gari	FOOD	positive
Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	sushi	FOOD	positive
Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	thai food	FOOD	positive
Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	Planet Thailand	RESTAURANT	positive
With the great variety on the menu , I eat here often and never get bored .	menu	FOOD	positive
The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .	atmosphere	AMBIENCE	negative
The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .	NULL	RESTAURANT	positive
It's all about the food !!	food	FOOD	positive
first it took us a long time to find the place.	place	RESTAURANT	negative
but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.	menu	FOOD	negative
those rolls were big, but not good and sashimi wasn't fresh.	rolls	FOOD	neutral
those rolls were big, but not good and sashimi wasn't fresh.	rolls	FOOD	negative
those rolls were big, but not good and sashimi wasn't fresh.	sashimi	FOOD	negative
they were dry and disgusting, i didn't even finish my first piece.	NULL	FOOD	negative
Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.	NULL	SERVICE	positive
Try the crunchy tuna, it is to die for.	crunchy tuna	FOOD	positive
Try everything for that matter, it is all good.	NULL	FOOD	positive
I have been going there since it opened and I can't get enough.	NULL	RESTAURANT	positive
First went here to enjoy their garden terrace.	garden terrace	AMBIENCE	positive
The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.	food	FOOD	positive
The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.	service	SERVICE	positive
The Steak Tartare is a great bet, they fix it for you at the table.	Steak Tartare	FOOD	positive
Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.	open kitchen	AMBIENCE	positive
Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.	restaurant	AMBIENCE	negative
Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	wine selection	DRINKS	positive
Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	Gigondas	DRINKS	positive
Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	house champagne	DRINKS	positive
It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	NULL	AMBIENCE	neutral
It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	vibe	AMBIENCE	positive
It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	French food	FOOD	positive
Have recommended the place to friends, always gets good response.	place	RESTAURANT	positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	crust	FOOD	positive
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	pizza	FOOD	positive
I take all my NYC guests to VT's.	VT's	RESTAURANT	positive
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	neighborhood	LOCATION	positive
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	food	FOOD	positive
I've been there three times and have always had wonderful experiences.	NULL	RESTAURANT	positive
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	setting	AMBIENCE	positive
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	service	SERVICE	positive
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	NULL	RESTAURANT	positive
I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.	Mizu	RESTAURANT	positive
Even after they overcharged me the last time I was there.	NULL	SERVICE	negative
Make sure you have the Spicy Scallop roll.. .	Spicy Scallop roll	FOOD	positive
it's delicious!	NULL	FOOD	positive
Moules were excellent, lobster ravioli was VERY salty!	Moules	FOOD	positive
Moules were excellent, lobster ravioli was VERY salty!	lobster ravioli	FOOD	negative
Took my mom for Mother's Day, and the maitre d' was pretty rude.	maitre d'	SERVICE	negative
Told us to sit anywhere, and when we sat he said the table was reserved.	NULL	SERVICE	negative
Stepped on my foot on the SECOND time he reached over me to adjust lighting.	NULL	SERVICE	negative
Tiny dessert was $8.00...just plain overpriced for what it is.	dessert	FOOD	negative
Tiny dessert was $8.00...just plain overpriced for what it is.	dessert	FOOD	negative
Tiny dessert was $8.00...just plain overpriced for what it is.	dessert	FOOD	negative
The drinks are always welll made and wine selection is fairly priced.	drinks	DRINKS	positive
The drinks are always welll made and wine selection is fairly priced.	wine selection	DRINKS	positive
Try their chef's specials-- they are to die for.	chef's specials	FOOD	positive
Service is not exactly five star, but thats not really a big deal.	Service	SERVICE	neutral
Downstairs lounge is always a good attraction	Downstairs lounge	AMBIENCE	positive
Raga's is a romantic, cozy restaurant.	Raga's	AMBIENCE	positive
The exotic food is beautifully presented and is a delight in delicious combinations.	exotic food	FOOD	positive
The exotic food is beautifully presented and is a delight in delicious combinations.	exotic food	FOOD	positive
It is also extremely well priced.	NULL	FOOD	positive
The staff is incredibly helpful and attentive.	staff	SERVICE	positive
The bar is very well stocked with interesting beers and well priced wines.	bar	DRINKS	positive
The bar is very well stocked with interesting beers and well priced wines.	beers	DRINKS	positive
The bar is very well stocked with interesting beers and well priced wines.	wines	DRINKS	positive
This is one of my favorite restaurants and it is not to be missed.	NULL	RESTAURANT	positive
Your friends will thank you for introducing them to this gem!	NULL	RESTAURANT	positive
When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.	Leon	RESTAURANT	negative
The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...	waitress	SERVICE	negative
Then, to top things off, she dropped used silverware on my boyfriend's jacket and did not stop to apologize or clean the mess that was left on clothes. 	NULL	SERVICE	negative
Such a disappointment...	NULL	SERVICE	negative
Rude service, medicore food...there are tons of restaurants in NY...stay away from this one	service	SERVICE	negative
Rude service, medicore food...there are tons of restaurants in NY...stay away from this one	food	FOOD	neutral
Rude service, medicore food...there are tons of restaurants in NY...stay away from this one	NULL	RESTAURANT	negative
I had a grat time at Jekyll and Hyde!	Jekyll and Hyde	RESTAURANT	positive
I loved everythig about it-especially the shows and actors.	NULL	RESTAURANT	positive
I loved everythig about it-especially the shows and actors.	shows	AMBIENCE	positive
I loved everythig about it-especially the shows and actors.	actors	AMBIENCE	positive
Our server was very helpful and friendly.	server	SERVICE	positive
I am bringing my whole family back next time.	NULL	RESTAURANT	positive
The food was good too.	food	FOOD	positive
The tuna and wasabe potatoes are excellent.	tuna	FOOD	positive
The tuna and wasabe potatoes are excellent.	wasabe potatoes	FOOD	positive
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.	outdoor atmosphere	LOCATION	positive
Inside is a little cramped, but to be expected.	NULL	AMBIENCE	neutral
Service was prompt and courteous.	Service	SERVICE	positive
This was a repeat visit and we'll definitely be back again.	NULL	RESTAURANT	positive
Great service, great food.	service	SERVICE	positive
Great service, great food.	food	FOOD	positive
Prices are in line.	NULL	RESTAURANT	neutral
But too far east!	NULL	LOCATION	negative
The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	pizza	FOOD	positive
The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	fresh mozzarella	FOOD	positive
Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.	appetizer selection	FOOD	negative
Also, because it is so thin, it gets cold very quickly and its not that filling.	NULL	FOOD	negative
Also, because it is so thin, it gets cold very quickly and its not that filling.	NULL	FOOD	negative
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!	Wait staff	SERVICE	negative
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!	pie	FOOD	positive
By far the best salad I have had in a fast food restaurant.	salad	FOOD	positive
fine dining restaurant quality.	dining	FOOD	positive
Over 100 different choices to create your own.	NULL	FOOD	positive
A must try!	NULL	RESTAURANT	positive
On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.	restaurant	RESTAURANT	positive
This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.	NULL	FOOD	positive
This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.	NULL	AMBIENCE	positive
The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	chicken pot pie	FOOD	positive
The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	cheeseburger	FOOD	positive
The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	cheeseburger	FOOD	positive
The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	service	SERVICE	positive
With so many poor experiences to be had in the theater district, is truly an excellent find!	NULL	RESTAURANT	positive
We will return many times for this oasis in mid-town.	NULL	RESTAURANT	positive
The staff is no nonsense.	staff	SERVICE	positive
The food options rule.	food	FOOD	positive
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.	bagels	FOOD	positive
Worth visiting the 1st Ave spot because it is the original store.	1st Ave spot	RESTAURANT	positive
He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!	Uni Hand roll	FOOD	positive
The sake menu should not be overlooked!	sake menu	DRINKS	positive
All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.	NULL	RESTAURANT	positive
Try the lobster teriyaki and the rose special roll.	lobster teriyaki	FOOD	positive
Try the lobster teriyaki and the rose special roll.	rose special roll	FOOD	positive
Service was very good - prompt, attentive and non-intrusive.	Service	SERVICE	positive
Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	Food	FOOD	positive
Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	pork belly	FOOD	negative
Wine list selection is good and wine-by-the-glass was generously filled to the top.	Wine list selection	DRINKS	positive
Wine list selection is good and wine-by-the-glass was generously filled to the top.	wine-by-the-glass	DRINKS	positive
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	Traditional French decour	AMBIENCE	positive
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	hall	AMBIENCE	negative
I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.	Cafe Spice	RESTAURANT	positive
To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. 	Service	SERVICE	neutral
Seating is always prompt, though the restaurant does fill up in the evening.	Seating	SERVICE	positive
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	Food	FOOD	positive
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	raw vegatables in side orders	FOOD	negative
As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.	NULL	SERVICE	neutral
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.	decor	AMBIENCE	positive
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.	semi-private boths	AMBIENCE	positive
I have NEVER been disappointed in the Red Eye.	Red Eye	RESTAURANT	positive
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.	live jazz band	AMBIENCE	positive
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.	atmosphere	AMBIENCE	positive
It's simply the best meal in NYC.	meal	FOOD	positive
You cannot go wrong at the Red Eye Grill.	Red Eye Grill	RESTAURANT	positive
If we were to move from the upper east side, we would genuinely miss this restaurant.	restaurant	RESTAURANT	positive
The restaurant is cute but not upscale.	restaurant	RESTAURANT	neutral
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.	food	FOOD	positive
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.	balance of herbs and tomatoes	FOOD	positive
I would highly recommend it.	NULL	RESTAURANT	positive
It's one of our favorite places to eat in NY.	NULL	RESTAURANT	positive
We had a great time at the Jekyll and hyde Pub last night.	Jekyll and hyde Pub	RESTAURANT	positive
After really enjoying ourselves at the bar we sat down at a table and had dinner.	bar	RESTAURANT	positive
The server was really cool and served us our food and drinks with a smile.	server	SERVICE	positive
The place's decor and hidden bathrooms made for a good laugh.	decor	AMBIENCE	positive
